hidden_size,num_layers,learning_rate,dropout,seq_len,batch_size,val_loss,val_acc,time_s
128,1,0.001,0.3,20,128,0.99049511551857,0.3684210526315789,1.6
64,2,0.0005,0.3,20,256,0.990501344203949,0.3881578947368421,1.9
32,1,0.001,0.2,40,128,0.9907000064849854,0.39473684210526316,1.8
128,2,0.001,0.2,20,128,0.9908223748207092,0.42105263157894735,1.7
128,3,0.001,0.4,20,256,0.9908844828605652,0.3881578947368421,1.2
64,2,0.001,0.4,20,256,0.9910067915916443,0.40131578947368424,1.4
32,1,0.0005,0.2,40,128,0.9911198616027832,0.40131578947368424,2.5
128,2,0.001,0.4,40,128,0.9914452135562897,0.4276315789473684,1.7
64,1,0.001,0.4,20,128,0.9914896786212921,0.3355263157894737,1.9
32,1,0.001,0.3,40,128,0.9918393194675446,0.3815789473684211,1.8
64,3,0.001,0.2,20,256,0.9921241998672485,0.4605263157894737,1.4
32,3,0.0005,0.3,20,128,0.992394208908081,0.375,3.0
128,2,0.0005,0.2,20,128,0.992401123046875,0.4276315789473684,1.9
128,1,0.0001,0.4,60,256,0.9926956295967102,0.4605263157894737,4.7
64,2,0.001,0.3,60,256,0.9927797913551331,0.40789473684210525,1.3
32,3,0.001,0.2,40,128,0.9930133819580078,0.4144736842105263,2.7
64,2,0.0005,0.4,20,256,0.9931704998016357,0.39473684210526316,2.0
64,2,0.0001,0.2,20,128,0.9931995570659637,0.34210526315789475,8.2
64,2,0.001,0.4,60,256,0.9933947920799255,0.3684210526315789,1.2
32,1,0.0005,0.3,40,128,0.9934662878513336,0.3881578947368421,2.5
32,3,0.0005,0.4,40,128,0.9934733808040619,0.3618421052631579,3.2
128,3,0.0005,0.3,20,128,0.9936383962631226,0.34210526315789475,2.0
128,3,0.001,0.3,40,128,0.9938080310821533,0.3815789473684211,1.8
128,1,0.0001,0.3,60,256,0.9938603639602661,0.45394736842105265,4.5
64,1,0.0005,0.4,20,128,0.9939218461513519,0.35526315789473684,2.7
64,1,0.0005,0.2,60,256,0.9939437508583069,0.3815789473684211,2.0
128,1,0.001,0.4,40,256,0.9942200183868408,0.4144736842105263,1.6
128,3,0.001,0.2,20,128,0.9942813515663147,0.42105263157894735,1.8
64,2,0.001,0.2,40,128,0.9943561553955078,0.3815789473684211,1.9
128,2,0.0005,0.3,20,128,0.9947785437107086,0.3815789473684211,1.2
32,1,0.0001,0.4,20,128,0.9947803914546967,0.40789473684210525,7.5
64,2,0.0005,0.2,20,128,0.9948050379753113,0.375,2.1
32,3,0.001,0.4,20,128,0.9949302673339844,0.3881578947368421,2.2
64,1,0.0005,0.3,60,256,0.994948148727417,0.35526315789473684,2.0
128,2,0.0005,0.4,20,128,0.9953338205814362,0.3684210526315789,1.2
64,2,0.001,0.2,20,256,0.9953916668891907,0.4342105263157895,1.5
128,2,0.001,0.4,60,256,0.9954807162284851,0.40131578947368424,1.2
64,1,0.0005,0.4,60,256,0.9955867528915405,0.375,1.9
128,1,0.0001,0.2,60,256,0.995686411857605,0.45394736842105265,4.3
128,3,0.0001,0.4,20,256,0.995813250541687,0.39473684210526316,4.4
128,3,0.001,0.3,60,256,0.9958593845367432,0.35526315789473684,1.4
128,2,0.001,0.2,40,128,0.9961643218994141,0.39473684210526316,1.6
128,2,0.001,0.2,60,256,0.996168315410614,0.4605263157894737,1.2
64,2,0.0005,0.3,20,128,0.9965035617351532,0.3684210526315789,2.1
32,1,0.001,0.2,60,256,0.9966067671775818,0.4934210526315789,1.4
32,1,0.0005,0.4,40,128,0.9968271851539612,0.3881578947368421,2.5
128,1,0.0005,0.3,60,256,0.9968933463096619,0.4342105263157895,1.4
32,1,0.001,0.4,60,256,0.9969120621681213,0.4605263157894737,1.4
128,3,0.0005,0.4,40,128,0.9969688355922699,0.3355263157894737,1.8
128,3,0.0001,0.3,20,256,0.9970951676368713,0.40131578947368424,5.1
128,2,0.0005,0.4,60,256,0.9971605539321899,0.4276315789473684,1.4
128,2,0.001,0.3,60,256,0.997425377368927,0.40131578947368424,1.2
32,1,0.0005,0.4,40,256,0.9976584315299988,0.35526315789473684,5.2
128,1,0.0001,0.2,20,128,0.9976817071437836,0.40131578947368424,2.9
32,1,0.001,0.3,60,256,0.9978302717208862,0.48026315789473684,1.4
128,1,0.0001,0.3,20,128,0.9979357123374939,0.40131578947368424,2.8
32,3,0.001,0.3,20,128,0.9980778098106384,0.35526315789473684,2.0
128,1,0.0001,0.4,20,128,0.9981548488140106,0.39473684210526316,2.7
32,3,0.0005,0.3,40,128,0.9981698393821716,0.375,3.3
128,1,0.001,0.4,60,256,0.9985166192054749,0.42105263157894735,1.1
32,3,0.0005,0.4,20,256,0.9985448718070984,0.3815789473684211,3.0
64,1,0.0005,0.3,20,128,0.9985476136207581,0.42105263157894735,2.3
128,3,0.001,0.2,40,128,0.9987427294254303,0.39473684210526316,1.8
128,1,0.0005,0.4,60,256,0.998794674873352,0.42105263157894735,1.4
128,3,0.0001,0.3,20,128,0.9988033771514893,0.3157894736842105,2.2
32,1,0.0001,0.2,40,128,0.9989068806171417,0.40131578947368424,7.4
32,3,0.001,0.2,20,128,0.9989386200904846,0.375,2.0
32,1,0.0005,0.2,60,256,0.9990846514701843,0.47368421052631576,2.0
128,1,0.0005,0.2,60,256,0.9991785883903503,0.4473684210526316,1.4
32,2,0.0001,0.4,20,128,0.999179869890213,0.34210526315789475,8.3
32,3,0.0005,0.2,40,128,0.9993332922458649,0.3684210526315789,3.2
64,2,0.0005,0.4,20,128,0.9993520975112915,0.3684210526315789,2.1
128,3,0.0001,0.2,20,128,0.9995282888412476,0.3157894736842105,2.2
32,1,0.0005,0.3,60,256,0.9996575713157654,0.4473684210526316,1.9
128,2,0.001,0.3,40,128,0.9997411966323853,0.42105263157894735,1.9
128,3,0.001,0.4,40,128,0.9997615218162537,0.3618421052631579,1.5
32,3,0.001,0.4,20,256,1.0000609159469604,0.34210526315789475,1.8
64,1,0.001,0.4,60,256,1.0002086162567139,0.3684210526315789,1.5
32,1,0.0005,0.4,60,256,1.0002448558807373,0.47368421052631576,2.3
64,1,0.001,0.3,20,128,1.0003916323184967,0.39473684210526316,1.4
64,1,0.001,0.2,60,256,1.000556230545044,0.3223684210526316,1.4
128,2,0.0001,0.4,60,256,1.0006201267242432,0.42105263157894735,3.5
128,2,0.0001,0.4,20,128,1.000632792711258,0.32894736842105265,2.2
128,3,0.0005,0.2,40,128,1.0008061528205872,0.39473684210526316,2.1
128,3,0.0005,0.3,40,128,1.0008508563041687,0.34210526315789475,1.8
128,3,0.0001,0.2,20,256,1.0011922121047974,0.39473684210526316,3.7
32,2,0.0001,0.3,20,128,1.0012257397174835,0.34210526315789475,8.1
128,3,0.001,0.3,20,256,1.0013211965560913,0.42105263157894735,1.2
128,2,0.0001,0.3,20,128,1.0014193654060364,0.3157894736842105,2.2
128,2,0.0001,0.2,20,128,1.001450538635254,0.3157894736842105,2.0
128,2,0.001,0.3,20,256,1.0015417337417603,0.4473684210526316,1.2
32,3,0.001,0.3,40,128,1.0015880763530731,0.35526315789473684,2.5
128,2,0.0005,0.2,60,256,1.0016497373580933,0.375,1.4
128,3,0.001,0.3,40,256,1.0017154216766357,0.4144736842105263,1.2
32,1,0.0001,0.3,40,128,1.0018670856952667,0.40131578947368424,7.4
128,2,0.0001,0.3,60,256,1.0020418167114258,0.4144736842105263,3.7
32,2,0.0001,0.2,20,128,1.002166599035263,0.34210526315789475,8.2
64,2,0.001,0.2,60,256,1.0026687383651733,0.40789473684210525,1.1
128,1,0.001,0.3,60,256,1.0029575824737549,0.375,1.2
32,3,0.001,0.4,40,128,1.003034621477127,0.3684210526315789,2.3
128,2,0.0001,0.2,60,256,1.0032342672348022,0.4144736842105263,3.3
128,2,0.0005,0.3,60,256,1.0032624006271362,0.375,1.2
128,2,0.001,0.2,20,256,1.0033844709396362,0.4407894736842105,1.1
128,1,0.001,0.2,40,256,1.0033963918685913,0.375,1.3
128,3,0.0005,0.3,20,256,1.0034645795822144,0.40789473684210525,1.5
32,3,0.0005,0.3,20,256,1.0036903619766235,0.3684210526315789,2.2
128,3,0.001,0.2,20,256,1.0037325620651245,0.3815789473684211,1.1
32,3,0.001,0.3,20,256,1.0038012266159058,0.34868421052631576,1.6
32,3,0.0005,0.2,20,256,1.0049843788146973,0.3684210526315789,2.3
128,1,0.001,0.3,40,256,1.0051144361495972,0.3881578947368421,1.3
64,1,0.001,0.3,60,256,1.0052642822265625,0.40789473684210525,1.2
32,1,0.0001,0.4,40,128,1.0054315328598022,0.40131578947368424,7.4
128,2,0.0005,0.4,40,128,1.005490630865097,0.3092105263157895,1.3
128,2,0.0005,0.3,40,128,1.006242960691452,0.3026315789473684,1.2
128,1,0.001,0.3,20,256,1.0065877437591553,0.3881578947368421,1.2
32,3,0.001,0.2,20,256,1.0068159103393555,0.3684210526315789,1.6
64,2,0.001,0.3,40,128,1.007212519645691,0.3815789473684211,2.0
32,1,0.0001,0.2,60,256,1.0072742700576782,0.40789473684210525,4.9
64,2,0.001,0.4,40,128,1.0072766244411469,0.39473684210526316,1.8
128,2,0.0005,0.2,40,128,1.0072905719280243,0.3092105263157895,1.2
32,3,0.0001,0.4,20,128,1.007372260093689,0.3355263157894737,9.1
128,2,0.001,0.4,20,256,1.0077608823776245,0.46710526315789475,1.1
128,3,0.0005,0.2,20,256,1.0078147649765015,0.40131578947368424,1.6
64,1,0.0001,0.2,60,256,1.0082018375396729,0.4144736842105263,4.5
128,1,0.001,0.2,60,256,1.0082108974456787,0.4473684210526316,0.9
32,1,0.001,0.4,40,256,1.0083996057510376,0.3815789473684211,2.1
128,1,0.0001,0.4,40,128,1.0084813237190247,0.3618421052631579,2.7
128,1,0.0001,0.3,40,128,1.0085361003875732,0.3618421052631579,2.7
32,3,0.0001,0.3,20,128,1.0086953341960907,0.3092105263157895,8.2
128,1,0.0001,0.2,40,128,1.0087899267673492,0.35526315789473684,2.8
128,3,0.0005,0.4,20,256,1.0090680122375488,0.4473684210526316,1.6
64,1,0.0001,0.3,20,128,1.0091935098171234,0.3618421052631579,4.0
128,1,0.001,0.4,20,256,1.0092402696609497,0.40131578947368424,1.2
32,1,0.0001,0.3,60,256,1.0093207359313965,0.3881578947368421,5.0
64,1,0.0001,0.2,20,128,1.0094831883907318,0.3618421052631579,3.7
64,1,0.0001,0.4,20,128,1.0095238983631134,0.3618421052631579,4.0
32,3,0.0001,0.2,20,128,1.0097151100635529,0.3223684210526316,9.1
32,2,0.0001,0.2,60,256,1.0097659826278687,0.35526315789473684,4.8
64,1,0.0001,0.3,60,256,1.0101016759872437,0.4144736842105263,4.4
32,2,0.0001,0.3,60,256,1.0101871490478516,0.3684210526315789,4.9
128,2,0.001,0.3,40,256,1.0104957818984985,0.375,1.5
32,1,0.0005,0.3,20,256,1.0108492374420166,0.4144736842105263,2.3
32,2,0.0001,0.4,60,256,1.0108754634857178,0.3618421052631579,4.9
64,1,0.0001,0.4,60,256,1.010957956314087,0.4276315789473684,4.5
32,1,0.0005,0.3,40,256,1.0110787153244019,0.39473684210526316,2.9
32,1,0.001,0.2,20,256,1.0114861726760864,0.39473684210526316,1.6
32,2,0.0001,0.2,40,128,1.0114965438842773,0.32894736842105265,8.3
128,3,0.0001,0.4,40,128,1.011640340089798,0.3092105263157895,2.4
64,3,0.0001,0.3,20,128,1.0118864178657532,0.3223684210526316,3.3
32,2,0.0001,0.3,40,128,1.0119236707687378,0.32894736842105265,8.4
32,1,0.0001,0.4,60,256,1.0119255781173706,0.375,5.0
64,3,0.0001,0.4,20,128,1.0120811462402344,0.3223684210526316,3.4
32,1,0.0005,0.2,20,256,1.012176752090454,0.40789473684210525,2.4
32,1,0.001,0.3,20,256,1.0124142169952393,0.40789473684210525,1.5
32,2,0.0001,0.4,40,128,1.012510359287262,0.3355263157894737,8.3
128,3,0.0001,0.3,40,128,1.0127395391464233,0.3026315789473684,2.4
32,1,0.0005,0.4,20,256,1.012982726097107,0.4342105263157895,2.4
128,3,0.0001,0.2,40,128,1.0135419070720673,0.3092105263157895,2.4
128,2,0.0001,0.4,40,128,1.0135925710201263,0.3026315789473684,2.2
128,1,0.001,0.2,20,256,1.0136699676513672,0.3618421052631579,1.0
128,2,0.0001,0.2,40,128,1.013854742050171,0.3026315789473684,1.9
128,2,0.0001,0.3,40,128,1.013860136270523,0.29605263157894735,2.0
32,1,0.0005,0.2,40,256,1.0138936042785645,0.3815789473684211,2.5
128,3,0.001,0.4,40,256,1.0138987302780151,0.35526315789473684,1.7
128,2,0.001,0.4,40,256,1.014910101890564,0.42105263157894735,1.3
32,1,0.001,0.4,20,256,1.015194296836853,0.4144736842105263,1.5
64,2,0.0001,0.4,20,128,1.015825629234314,0.3092105263157895,3.1
64,2,0.0001,0.3,20,128,1.0160109996795654,0.3092105263157895,3.2
32,1,0.001,0.2,40,256,1.0167887210845947,0.375,1.5
64,2,0.0001,0.4,20,256,1.0185757875442505,0.3355263157894737,5.1
128,2,0.0005,0.4,20,256,1.018577218055725,0.3815789473684211,2.1
128,1,0.0005,0.2,20,256,1.0190736055374146,0.40789473684210525,1.6
128,3,0.001,0.2,40,256,1.0191881656646729,0.4276315789473684,1.2
32,1,0.001,0.3,40,256,1.0202442407608032,0.3815789473684211,1.5
128,1,0.0005,0.3,20,256,1.0203595161437988,0.39473684210526316,1.4
32,1,0.0001,0.2,20,256,1.021267294883728,0.375,4.6
64,1,0.0001,0.3,40,128,1.0216763019561768,0.3355263157894737,3.8
64,1,0.0001,0.2,40,128,1.0216954350471497,0.3355263157894737,3.7
64,1,0.0001,0.4,40,128,1.0218880772590637,0.3355263157894737,3.9
32,3,0.0001,0.2,60,256,1.0221525430679321,0.3157894736842105,5.3
32,3,0.0001,0.3,60,256,1.0223605632781982,0.32894736842105265,5.3
32,3,0.0001,0.4,60,256,1.023002028465271,0.32894736842105265,5.4
32,1,0.0001,0.3,20,256,1.0230202674865723,0.3618421052631579,4.6
32,2,0.0001,0.3,20,256,1.0239101648330688,0.34210526315789475,5.0
32,2,0.0001,0.4,20,256,1.0243562459945679,0.3355263157894737,5.0
32,2,0.0001,0.2,20,256,1.0246422290802002,0.34210526315789475,5.0
128,2,0.001,0.2,40,256,1.0246731042861938,0.35526315789473684,1.2
32,1,0.0001,0.4,20,256,1.0251381397247314,0.34868421052631576,4.6
64,3,0.0001,0.2,40,128,1.0259059071540833,0.3157894736842105,3.3
128,1,0.0005,0.4,20,256,1.027010202407837,0.34868421052631576,0.9
64,2,0.0001,0.4,40,128,1.0274032950401306,0.3157894736842105,3.5
128,2,0.0005,0.3,20,256,1.0278528928756714,0.3157894736842105,0.9
64,2,0.0001,0.2,40,128,1.027877390384674,0.3157894736842105,3.4
128,1,0.0001,0.2,20,256,1.0281528234481812,0.3355263157894737,2.5
128,1,0.0001,0.3,20,256,1.0281962156295776,0.3355263157894737,2.4
128,1,0.0001,0.4,20,256,1.0282386541366577,0.3355263157894737,2.3
128,2,0.0005,0.2,20,256,1.0286184549331665,0.3026315789473684,0.9
128,2,0.0001,0.4,20,256,1.0304536819458008,0.3092105263157895,1.9
64,1,0.0005,0.2,20,256,1.030571699142456,0.3684210526315789,1.2
64,1,0.0005,0.3,20,256,1.0306953191757202,0.3618421052631579,1.1
64,1,0.0005,0.4,20,256,1.0307655334472656,0.34868421052631576,1.0
128,2,0.0001,0.3,20,256,1.0310996770858765,0.3092105263157895,1.9
128,2,0.0001,0.2,20,256,1.0313297510147095,0.2894736842105263,1.7
64,1,0.0001,0.2,20,256,1.031775951385498,0.34210526315789475,3.1
64,1,0.0001,0.3,20,256,1.032041072845459,0.34868421052631576,3.1
64,1,0.0001,0.4,20,256,1.032396674156189,0.34868421052631576,3.1
32,1,0.0001,0.2,40,256,1.0345813035964966,0.3355263157894737,4.7
32,1,0.0001,0.3,40,256,1.0360182523727417,0.3355263157894737,5.2
32,1,0.0001,0.4,40,256,1.038319706916809,0.3223684210526316,4.7
128,1,0.0005,0.2,40,256,1.0412464141845703,0.32894736842105265,0.8
128,1,0.0005,0.3,40,256,1.0413665771484375,0.32894736842105265,0.7
128,1,0.0005,0.4,40,256,1.0415540933609009,0.32894736842105265,0.8
32,2,0.0001,0.3,40,256,1.0416749715805054,0.32894736842105265,5.3
32,2,0.0001,0.4,40,256,1.0416760444641113,0.32894736842105265,5.2
64,1,0.0005,0.2,40,256,1.0427299737930298,0.3026315789473684,1.1
128,1,0.0001,0.4,40,256,1.0427359342575073,0.3092105263157895,2.0
128,1,0.0001,0.3,40,256,1.0428988933563232,0.3157894736842105,1.9
128,1,0.0001,0.2,40,256,1.0431958436965942,0.3092105263157895,1.9
64,1,0.0005,0.3,40,256,1.0433026552200317,0.3026315789473684,1.1
128,2,0.0005,0.2,40,256,1.043540596961975,0.40131578947368424,1.2
128,2,0.0005,0.4,40,256,1.0438754558563232,0.28289473684210525,0.8
128,2,0.0005,0.3,40,256,1.0440037250518799,0.28289473684210525,0.9
64,1,0.0005,0.4,40,256,1.044109582901001,0.29605263157894735,0.9
64,1,0.0001,0.3,40,256,1.0445616245269775,0.3092105263157895,3.0
64,1,0.0001,0.2,40,256,1.044682502746582,0.3026315789473684,3.0
32,2,0.0001,0.2,40,256,1.0448508262634277,0.32894736842105265,5.2
64,1,0.0001,0.4,40,256,1.0449727773666382,0.29605263157894735,3.3
64,2,0.0001,0.4,40,256,1.0478098392486572,0.3092105263157895,3.1
64,2,0.0001,0.3,40,256,1.0482815504074097,0.3092105263157895,3.1
128,2,0.0001,0.4,40,256,1.0483872890472412,0.27631578947368424,1.5
128,2,0.0001,0.3,40,256,1.0484760999679565,0.27631578947368424,1.5
128,2,0.0001,0.2,40,256,1.048566222190857,0.27631578947368424,1.6
128,3,0.0001,0.4,40,256,1.0486875772476196,0.3026315789473684,2.1
128,3,0.0001,0.3,40,256,1.049245834350586,0.3026315789473684,2.0
128,3,0.0001,0.2,40,256,1.0499342679977417,0.3026315789473684,1.8
32,3,0.0001,0.2,40,128,1.0806211233139038,0.5263157894736842,1.1
32,3,0.0001,0.4,40,128,1.0806741118431091,0.5263157894736842,1.0
32,3,0.0001,0.3,40,128,1.0806994438171387,0.5263157894736842,1.1
32,3,0.0001,0.3,40,256,1.0876317024230957,0.5263157894736842,0.7
32,3,0.0001,0.4,40,256,1.0876586437225342,0.5263157894736842,0.7
32,3,0.0001,0.2,40,256,1.0876799821853638,0.5263157894736842,0.7
32,3,0.0001,0.2,20,256,1.0877151489257812,0.5263157894736842,0.7
32,3,0.0001,0.3,20,256,1.0877388715744019,0.5263157894736842,0.7
32,3,0.0001,0.4,20,256,1.0877418518066406,0.5263157894736842,0.6
